Date,type,title_id,from_day,status,year,year_iso,quarter,month,week_iso,day_of_month,day_of_week
2015-11-29,,,,Выходной,2015,2015,4,11,48,29,7
2015-11-30,,,,Рабочий,2015,2015,4,11,49,30,1
2015-12-01,,,,Рабочий,2015,2015,4,12,49,1,2
2015-12-02,,,,Рабочий,2015,2015,4,12,49,2,3
2015-12-03,,,,Рабочий,2015,2015,4,12,49,3,4
2015-12-04,,,,Рабочий,2015,2015,4,12,49,4,5
2015-12-05,,,,Выходной,2015,2015,4,12,49,5,6
2015-12-06,,,,Выходной,2015,2015,4,12,49,6,7
2015-12-07,,,,Рабочий,2015,2015,4,12,50,7,1
2015-12-08,,,,Рабочий,2015,2015,4,12,50,8,2
2015-12-09,,,,Рабочий,2015,2015,4,12,50,9,3
2015-12-10,,,,Рабочий,2015,2015,4,12,50,10,4
2015-12-11,,,,Рабочий,2015,2015,4,12,50,11,5
2015-12-12,,,,Выходной,2015,2015,4,12,50,12,6
2015-12-13,,,,Выходной,2015,2015,4,12,50,13,7
2015-12-14,,,,Рабочий,2015,2015,4,12,51,14,1
2015-12-15,,,,Рабочий,2015,2015,4,12,51,15,2
2015-12-16,,,,Рабочий,2015,2015,4,12,51,16,3
2015-12-17,,,,Рабочий,2015,2015,4,12,51,17,4
2015-12-18,,,,Рабочий,2015,2015,4,12,51,18,5
2015-12-19,,,,Выходной,2015,2015,4,12,51,19,6
2015-12-20,,,,Выходной,2015,2015,4,12,51,20,7
2015-12-21,,,,Рабочий,2015,2015,4,12,52,21,1
2015-12-22,,,,Рабочий,2015,2015,4,12,52,22,2
2015-12-23,,,,Рабочий,2015,2015,4,12,52,23,3
2015-12-24,,,,Рабочий,2015,2015,4,12,52,24,4
2015-12-25,,,,Рабочий,2015,2015,4,12,52,25,5
2015-12-26,,,,Выходной,2015,2015,4,12,52,26,6
2015-12-27,,,,Выходной,2015,2015,4,12,52,27,7
2015-12-28,,,,Рабочий,2015,2015,4,12,53,28,1
2015-12-29,,,,Рабочий,2015,2015,4,12,53,29,2
2015-12-30,,,,Рабочий,2015,2015,4,12,53,30,3
2015-12-31,2,,,Рабочий,2015,2015,4,12,53,31,4
2016-01-01,1,1,,Праздничный,2016,2015,1,1,53,1,5
2016-01-02,1,1,,Праздничный,2016,2015,1,1,53,2,6
2016-01-03,1,1,,Праздничный,2016,2015,1,1,53,3,7
2016-01-04,1,1,,Праздничный,2016,2016,1,1,1,4,1
2016-01-05,1,1,,Праздничный,2016,2016,1,1,1,5,2
2016-01-06,1,1,,Праздничный,2016,2016,1,1,1,6,3
2016-01-07,1,2,,Праздничный,2016,2016,1,1,1,7,4
2016-01-08,1,1,,Праздничный,2016,2016,1,1,1,8,5
2016-01-09,,,,Выходной,2016,2016,1,1,1,9,6
2016-01-10,,,,Выходной,2016,2016,1,1,1,10,7
2016-01-11,,,,Рабочий,2016,2016,1,1,2,11,1
2016-01-12,,,,Рабочий,2016,2016,1,1,2,12,2
2016-01-13,,,,Рабочий,2016,2016,1,1,2,13,3
2016-01-14,,,,Рабочий,2016,2016,1,1,2,14,4
2016-01-15,,,,Рабочий,2016,2016,1,1,2,15,5
2016-01-16,,,,Выходной,2016,2016,1,1,2,16,6
2016-01-17,,,,Выходной,2016,2016,1,1,2,17,7
2016-01-18,,,,Рабочий,2016,2016,1,1,3,18,1
2016-01-19,,,,Рабочий,2016,2016,1,1,3,19,2
2016-01-20,,,,Рабочий,2016,2016,1,1,3,20,3
2016-01-21,,,,Рабочий,2016,2016,1,1,3,21,4
2016-01-22,,,,Рабочий,2016,2016,1,1,3,22,5
2016-01-23,,,,Выходной,2016,2016,1,1,3,23,6
2016-01-24,,,,Выходной,2016,2016,1,1,3,24,7
2016-01-25,,,,Рабочий,2016,2016,1,1,4,25,1
2016-01-26,,,,Рабочий,2016,2016,1,1,4,26,2
2016-01-27,,,,Рабочий,2016,2016,1,1,4,27,3
2016-01-28,,,,Рабочий,2016,2016,1,1,4,28,4
2016-01-29,,,,Рабочий,2016,2016,1,1,4,29,5
2016-01-30,,,,Выходной,2016,2016,1,1,4,30,6
2016-01-31,,,,Выходной,2016,2016,1,1,4,31,7
2016-02-01,,,,Рабочий,2016,2016,1,2,5,1,1
2016-02-02,,,,Рабочий,2016,2016,1,2,5,2,2
2016-02-03,,,,Рабочий,2016,2016,1,2,5,3,3
2016-02-04,,,,Рабочий,2016,2016,1,2,5,4,4
2016-02-05,,,,Рабочий,2016,2016,1,2,5,5,5
2016-02-06,,,,Выходной,2016,2016,1,2,5,6,6
2016-02-07,,,,Выходной,2016,2016,1,2,5,7,7
2016-02-08,,,,Рабочий,2016,2016,1,2,6,8,1
2016-02-09,,,,Рабочий,2016,2016,1,2,6,9,2
2016-02-10,,,,Рабочий,2016,2016,1,2,6,10,3
2016-02-11,,,,Рабочий,2016,2016,1,2,6,11,4
2016-02-12,,,,Рабочий,2016,2016,1,2,6,12,5
2016-02-13,,,,Выходной,2016,2016,1,2,6,13,6
2016-02-14,,,,Выходной,2016,2016,1,2,6,14,7
2016-02-15,,,,Рабочий,2016,2016,1,2,7,15,1
2016-02-16,,,,Рабочий,2016,2016,1,2,7,16,2
2016-02-17,,,,Рабочий,2016,2016,1,2,7,17,3
2016-02-18,,,,Рабочий,2016,2016,1,2,7,18,4
2016-02-19,,,,Рабочий,2016,2016,1,2,7,19,5
2016-02-20,2,,,Рабочий,2016,2016,1,2,7,20,6
2016-02-21,,,,Выходной,2016,2016,1,2,7,21,7
2016-02-22,1,,,Праздничный,2016,2016,1,2,8,22,1
2016-02-23,1,3,,Праздничный,2016,2016,1,2,8,23,2
2016-02-24,,,,Рабочий,2016,2016,1,2,8,24,3
2016-02-25,,,,Рабочий,2016,2016,1,2,8,25,4
2016-02-26,,,,Рабочий,2016,2016,1,2,8,26,5
2016-02-27,,,,Выходной,2016,2016,1,2,8,27,6
2016-02-28,,,,Выходной,2016,2016,1,2,8,28,7
2016-02-29,,,,Рабочий,2016,2016,1,2,9,29,1
2016-03-01,,,,Рабочий,2016,2016,1,3,9,1,2
2016-03-02,,,,Рабочий,2016,2016,1,3,9,2,3
2016-03-03,,,,Рабочий,2016,2016,1,3,9,3,4
2016-03-04,,,,Рабочий,2016,2016,1,3,9,4,5
2016-03-05,,,,Выходной,2016,2016,1,3,9,5,6
2016-03-06,,,,Выходной,2016,2016,1,3,9,6,7
2016-03-07,1,,,Праздничный,2016,2016,1,3,10,7,1
2016-03-08,1,4,,Праздничный,2016,2016,1,3,10,8,2
2016-03-09,,,,Рабочий,2016,2016,1,3,10,9,3
2016-03-10,,,,Рабочий,2016,2016,1,3,10,10,4
2016-03-11,,,,Рабочий,2016,2016,1,3,10,11,5
2016-03-12,,,,Выходной,2016,2016,1,3,10,12,6
2016-03-13,,,,Выходной,2016,2016,1,3,10,13,7
2016-03-14,,,,Рабочий,2016,2016,1,3,11,14,1
2016-03-15,,,,Рабочий,2016,2016,1,3,11,15,2
2016-03-16,,,,Рабочий,2016,2016,1,3,11,16,3
2016-03-17,,,,Рабочий,2016,2016,1,3,11,17,4
2016-03-18,,,,Рабочий,2016,2016,1,3,11,18,5
2016-03-19,,,,Выходной,2016,2016,1,3,11,19,6
2016-03-20,,,,Выходной,2016,2016,1,3,11,20,7
2016-03-21,,,,Рабочий,2016,2016,1,3,12,21,1
2016-03-22,,,,Рабочий,2016,2016,1,3,12,22,2
2016-03-23,,,,Рабочий,2016,2016,1,3,12,23,3
2016-03-24,,,,Рабочий,2016,2016,1,3,12,24,4
2016-03-25,,,,Рабочий,2016,2016,1,3,12,25,5
2016-03-26,,,,Выходной,2016,2016,1,3,12,26,6
2016-03-27,,,,Выходной,2016,2016,1,3,12,27,7
2016-03-28,,,,Рабочий,2016,2016,1,3,13,28,1
2016-03-29,,,,Рабочий,2016,2016,1,3,13,29,2
2016-03-30,,,,Рабочий,2016,2016,1,3,13,30,3
2016-03-31,,,,Рабочий,2016,2016,1,3,13,31,4
2016-04-01,,,,Рабочий,2016,2016,2,4,13,1,5
2016-04-02,,,,Выходной,2016,2016,2,4,13,2,6
2016-04-03,,,,Выходной,2016,2016,2,4,13,3,7
2016-04-04,,,,Рабочий,2016,2016,2,4,14,4,1
2016-04-05,,,,Рабочий,2016,2016,2,4,14,5,2
2016-04-06,,,,Рабочий,2016,2016,2,4,14,6,3
2016-04-07,,,,Рабочий,2016,2016,2,4,14,7,4
2016-04-08,,,,Рабочий,2016,2016,2,4,14,8,5
2016-04-09,,,,Выходной,2016,2016,2,4,14,9,6
2016-04-10,,,,Выходной,2016,2016,2,4,14,10,7
2016-04-11,,,,Рабочий,2016,2016,2,4,15,11,1
2016-04-12,,,,Рабочий,2016,2016,2,4,15,12,2
2016-04-13,,,,Рабочий,2016,2016,2,4,15,13,3
2016-04-14,,,,Рабочий,2016,2016,2,4,15,14,4
2016-04-15,,,,Рабочий,2016,2016,2,4,15,15,5
2016-04-16,,,,Выходной,2016,2016,2,4,15,16,6
2016-04-17,,,,Выходной,2016,2016,2,4,15,17,7
2016-04-18,,,,Рабочий,2016,2016,2,4,16,18,1
2016-04-19,,,,Рабочий,2016,2016,2,4,16,19,2
2016-04-20,,,,Рабочий,2016,2016,2,4,16,20,3
2016-04-21,,,,Рабочий,2016,2016,2,4,16,21,4
2016-04-22,,,,Рабочий,2016,2016,2,4,16,22,5
2016-04-23,,,,Выходной,2016,2016,2,4,16,23,6
2016-04-24,,,,Выходной,2016,2016,2,4,16,24,7
2016-04-25,,,,Рабочий,2016,2016,2,4,17,25,1
2016-04-26,,,,Рабочий,2016,2016,2,4,17,26,2
2016-04-27,,,,Рабочий,2016,2016,2,4,17,27,3
2016-04-28,,,,Рабочий,2016,2016,2,4,17,28,4
2016-04-29,,,,Рабочий,2016,2016,2,4,17,29,5
2016-04-30,,,,Выходной,2016,2016,2,4,17,30,6
2016-05-01,1,5,,Праздничный,2016,2016,2,5,17,1,7
2016-05-02,1,,,Праздничный,2016,2016,2,5,18,2,1
2016-05-03,1,,,Праздничный,2016,2016,2,5,18,3,2
2016-05-04,,,,Рабочий,2016,2016,2,5,18,4,3
2016-05-05,,,,Рабочий,2016,2016,2,5,18,5,4
2016-05-06,,,,Рабочий,2016,2016,2,5,18,6,5
2016-05-07,,,,Выходной,2016,2016,2,5,18,7,6
2016-05-08,,,,Выходной,2016,2016,2,5,18,8,7
2016-05-09,1,6,,Праздничный,2016,2016,2,5,19,9,1
2016-05-10,,,,Рабочий,2016,2016,2,5,19,10,2
2016-05-11,,,,Рабочий,2016,2016,2,5,19,11,3
2016-05-12,,,,Рабочий,2016,2016,2,5,19,12,4
2016-05-13,,,,Рабочий,2016,2016,2,5,19,13,5
2016-05-14,,,,Выходной,2016,2016,2,5,19,14,6
2016-05-15,,,,Выходной,2016,2016,2,5,19,15,7
2016-05-16,,,,Рабочий,2016,2016,2,5,20,16,1
2016-05-17,,,,Рабочий,2016,2016,2,5,20,17,2
2016-05-18,,,,Рабочий,2016,2016,2,5,20,18,3
2016-05-19,,,,Рабочий,2016,2016,2,5,20,19,4
2016-05-20,,,,Рабочий,2016,2016,2,5,20,20,5
2016-05-21,,,,Выходной,2016,2016,2,5,20,21,6
2016-05-22,,,,Выходной,2016,2016,2,5,20,22,7
2016-05-23,,,,Рабочий,2016,2016,2,5,21,23,1
2016-05-24,,,,Рабочий,2016,2016,2,5,21,24,2
2016-05-25,,,,Рабочий,2016,2016,2,5,21,25,3
2016-05-26,,,,Рабочий,2016,2016,2,5,21,26,4
2016-05-27,,,,Рабочий,2016,2016,2,5,21,27,5
2016-05-28,,,,Выходной,2016,2016,2,5,21,28,6
2016-05-29,,,,Выходной,2016,2016,2,5,21,29,7
2016-05-30,,,,Рабочий,2016,2016,2,5,22,30,1
2016-05-31,,,,Рабочий,2016,2016,2,5,22,31,2
2016-06-01,,,,Рабочий,2016,2016,2,6,22,1,3
2016-06-02,,,,Рабочий,2016,2016,2,6,22,2,4
2016-06-03,,,,Рабочий,2016,2016,2,6,22,3,5
2016-06-04,,,,Выходной,2016,2016,2,6,22,4,6
2016-06-05,,,,Выходной,2016,2016,2,6,22,5,7
2016-06-06,,,,Рабочий,2016,2016,2,6,23,6,1
2016-06-07,,,,Рабочий,2016,2016,2,6,23,7,2
2016-06-08,,,,Рабочий,2016,2016,2,6,23,8,3
2016-06-09,,,,Рабочий,2016,2016,2,6,23,9,4
2016-06-10,,,,Рабочий,2016,2016,2,6,23,10,5
2016-06-11,,,,Выходной,2016,2016,2,6,23,11,6
2016-06-12,1,7,,Праздничный,2016,2016,2,6,23,12,7
2016-06-13,1,,,Праздничный,2016,2016,2,6,24,13,1
2016-06-14,,,,Рабочий,2016,2016,2,6,24,14,2
2016-06-15,,,,Рабочий,2016,2016,2,6,24,15,3
2016-06-16,,,,Рабочий,2016,2016,2,6,24,16,4
2016-06-17,,,,Рабочий,2016,2016,2,6,24,17,5
2016-06-18,,,,Выходной,2016,2016,2,6,24,18,6
2016-06-19,,,,Выходной,2016,2016,2,6,24,19,7
2016-06-20,,,,Рабочий,2016,2016,2,6,25,20,1
2016-06-21,,,,Рабочий,2016,2016,2,6,25,21,2
2016-06-22,,,,Рабочий,2016,2016,2,6,25,22,3
2016-06-23,,,,Рабочий,2016,2016,2,6,25,23,4
2016-06-24,,,,Рабочий,2016,2016,2,6,25,24,5
2016-06-25,,,,Выходной,2016,2016,2,6,25,25,6
2016-06-26,,,,Выходной,2016,2016,2,6,25,26,7
2016-06-27,,,,Рабочий,2016,2016,2,6,26,27,1
2016-06-28,,,,Рабочий,2016,2016,2,6,26,28,2
2016-06-29,,,,Рабочий,2016,2016,2,6,26,29,3
2016-06-30,,,,Рабочий,2016,2016,2,6,26,30,4
2016-07-01,,,,Рабочий,2016,2016,3,7,26,1,5
2016-07-02,,,,Выходной,2016,2016,3,7,26,2,6
2016-07-03,,,,Выходной,2016,2016,3,7,26,3,7
2016-07-04,,,,Рабочий,2016,2016,3,7,27,4,1
2016-07-05,,,,Рабочий,2016,2016,3,7,27,5,2
2016-07-06,,,,Рабочий,2016,2016,3,7,27,6,3
2016-07-07,,,,Рабочий,2016,2016,3,7,27,7,4
2016-07-08,,,,Рабочий,2016,2016,3,7,27,8,5
2016-07-09,,,,Выходной,2016,2016,3,7,27,9,6
2016-07-10,,,,Выходной,2016,2016,3,7,27,10,7
2016-07-11,,,,Рабочий,2016,2016,3,7,28,11,1
2016-07-12,,,,Рабочий,2016,2016,3,7,28,12,2
2016-07-13,,,,Рабочий,2016,2016,3,7,28,13,3
2016-07-14,,,,Рабочий,2016,2016,3,7,28,14,4
2016-07-15,,,,Рабочий,2016,2016,3,7,28,15,5
2016-07-16,,,,Выходной,2016,2016,3,7,28,16,6
2016-07-17,,,,Выходной,2016,2016,3,7,28,17,7
2016-07-18,,,,Рабочий,2016,2016,3,7,29,18,1
2016-07-19,,,,Рабочий,2016,2016,3,7,29,19,2
2016-07-20,,,,Рабочий,2016,2016,3,7,29,20,3
2016-07-21,,,,Рабочий,2016,2016,3,7,29,21,4
2016-07-22,,,,Рабочий,2016,2016,3,7,29,22,5
2016-07-23,,,,Выходной,2016,2016,3,7,29,23,6
2016-07-24,,,,Выходной,2016,2016,3,7,29,24,7
2016-07-25,,,,Рабочий,2016,2016,3,7,30,25,1
2016-07-26,,,,Рабочий,2016,2016,3,7,30,26,2
2016-07-27,,,,Рабочий,2016,2016,3,7,30,27,3
2016-07-28,,,,Рабочий,2016,2016,3,7,30,28,4
2016-07-29,,,,Рабочий,2016,2016,3,7,30,29,5
2016-07-30,,,,Выходной,2016,2016,3,7,30,30,6
2016-07-31,,,,Выходной,2016,2016,3,7,30,31,7
2016-08-01,,,,Рабочий,2016,2016,3,8,31,1,1
2016-08-02,,,,Рабочий,2016,2016,3,8,31,2,2
2016-08-03,,,,Рабочий,2016,2016,3,8,31,3,3
2016-08-04,,,,Рабочий,2016,2016,3,8,31,4,4
2016-08-05,,,,Рабочий,2016,2016,3,8,31,5,5
2016-08-06,,,,Выходной,2016,2016,3,8,31,6,6
2016-08-07,,,,Выходной,2016,2016,3,8,31,7,7
2016-08-08,,,,Рабочий,2016,2016,3,8,32,8,1
2016-08-09,,,,Рабочий,2016,2016,3,8,32,9,2
2016-08-10,,,,Рабочий,2016,2016,3,8,32,10,3
2016-08-11,,,,Рабочий,2016,2016,3,8,32,11,4
2016-08-12,,,,Рабочий,2016,2016,3,8,32,12,5
2016-08-13,,,,Выходной,2016,2016,3,8,32,13,6
2016-08-14,,,,Выходной,2016,2016,3,8,32,14,7
2016-08-15,,,,Рабочий,2016,2016,3,8,33,15,1
2016-08-16,,,,Рабочий,2016,2016,3,8,33,16,2
2016-08-17,,,,Рабочий,2016,2016,3,8,33,17,3
2016-08-18,,,,Рабочий,2016,2016,3,8,33,18,4
2016-08-19,,,,Рабочий,2016,2016,3,8,33,19,5
2016-08-20,,,,Выходной,2016,2016,3,8,33,20,6
2016-08-21,,,,Выходной,2016,2016,3,8,33,21,7
2016-08-22,,,,Рабочий,2016,2016,3,8,34,22,1
2016-08-23,,,,Рабочий,2016,2016,3,8,34,23,2
2016-08-24,,,,Рабочий,2016,2016,3,8,34,24,3
2016-08-25,,,,Рабочий,2016,2016,3,8,34,25,4
2016-08-26,,,,Рабочий,2016,2016,3,8,34,26,5
2016-08-27,,,,Выходной,2016,2016,3,8,34,27,6
2016-08-28,,,,Выходной,2016,2016,3,8,34,28,7
2016-08-29,,,,Рабочий,2016,2016,3,8,35,29,1
2016-08-30,,,,Рабочий,2016,2016,3,8,35,30,2
2016-08-31,,,,Рабочий,2016,2016,3,8,35,31,3
2016-09-01,,,,Рабочий,2016,2016,3,9,35,1,4
2016-09-02,,,,Рабочий,2016,2016,3,9,35,2,5
2016-09-03,,,,Выходной,2016,2016,3,9,35,3,6
2016-09-04,,,,Выходной,2016,2016,3,9,35,4,7
2016-09-05,,,,Рабочий,2016,2016,3,9,36,5,1
2016-09-06,,,,Рабочий,2016,2016,3,9,36,6,2
2016-09-07,,,,Рабочий,2016,2016,3,9,36,7,3
2016-09-08,,,,Рабочий,2016,2016,3,9,36,8,4
2016-09-09,,,,Рабочий,2016,2016,3,9,36,9,5
2016-09-10,,,,Выходной,2016,2016,3,9,36,10,6
2016-09-11,,,,Выходной,2016,2016,3,9,36,11,7
2016-09-12,,,,Рабочий,2016,2016,3,9,37,12,1
2016-09-13,,,,Рабочий,2016,2016,3,9,37,13,2
2016-09-14,,,,Рабочий,2016,2016,3,9,37,14,3
2016-09-15,,,,Рабочий,2016,2016,3,9,37,15,4
2016-09-16,,,,Рабочий,2016,2016,3,9,37,16,5
2016-09-17,,,,Выходной,2016,2016,3,9,37,17,6
2016-09-18,,,,Выходной,2016,2016,3,9,37,18,7
2016-09-19,,,,Рабочий,2016,2016,3,9,38,19,1
2016-09-20,,,,Рабочий,2016,2016,3,9,38,20,2
2016-09-21,,,,Рабочий,2016,2016,3,9,38,21,3
2016-09-22,,,,Рабочий,2016,2016,3,9,38,22,4
2016-09-23,,,,Рабочий,2016,2016,3,9,38,23,5
2016-09-24,,,,Выходной,2016,2016,3,9,38,24,6
2016-09-25,,,,Выходной,2016,2016,3,9,38,25,7
2016-09-26,,,,Рабочий,2016,2016,3,9,39,26,1
2016-09-27,,,,Рабочий,2016,2016,3,9,39,27,2
2016-09-28,,,,Рабочий,2016,2016,3,9,39,28,3
2016-09-29,,,,Рабочий,2016,2016,3,9,39,29,4
2016-09-30,,,,Рабочий,2016,2016,3,9,39,30,5
2016-10-01,,,,Выходной,2016,2016,4,10,39,1,6
2016-10-02,,,,Выходной,2016,2016,4,10,39,2,7
2016-10-03,,,,Рабочий,2016,2016,4,10,40,3,1
2016-10-04,,,,Рабочий,2016,2016,4,10,40,4,2
2016-10-05,,,,Рабочий,2016,2016,4,10,40,5,3
2016-10-06,,,,Рабочий,2016,2016,4,10,40,6,4
2016-10-07,,,,Рабочий,2016,2016,4,10,40,7,5
2016-10-08,,,,Выходной,2016,2016,4,10,40,8,6
2016-10-09,,,,Выходной,2016,2016,4,10,40,9,7
2016-10-10,,,,Рабочий,2016,2016,4,10,41,10,1
2016-10-11,,,,Рабочий,2016,2016,4,10,41,11,2
2016-10-12,,,,Рабочий,2016,2016,4,10,41,12,3
2016-10-13,,,,Рабочий,2016,2016,4,10,41,13,4
2016-10-14,,,,Рабочий,2016,2016,4,10,41,14,5
2016-10-15,,,,Выходной,2016,2016,4,10,41,15,6
2016-10-16,,,,Выходной,2016,2016,4,10,41,16,7
2016-10-17,,,,Рабочий,2016,2016,4,10,42,17,1
2016-10-18,,,,Рабочий,2016,2016,4,10,42,18,2
2016-10-19,,,,Рабочий,2016,2016,4,10,42,19,3
2016-10-20,,,,Рабочий,2016,2016,4,10,42,20,4
2016-10-21,,,,Рабочий,2016,2016,4,10,42,21,5
2016-10-22,,,,Выходной,2016,2016,4,10,42,22,6
2016-10-23,,,,Выходной,2016,2016,4,10,42,23,7
2016-10-24,,,,Рабочий,2016,2016,4,10,43,24,1
2016-10-25,,,,Рабочий,2016,2016,4,10,43,25,2
2016-10-26,,,,Рабочий,2016,2016,4,10,43,26,3
2016-10-27,,,,Рабочий,2016,2016,4,10,43,27,4
2016-10-28,,,,Рабочий,2016,2016,4,10,43,28,5
2016-10-29,,,,Выходной,2016,2016,4,10,43,29,6
2016-10-30,,,,Выходной,2016,2016,4,10,43,30,7
2016-10-31,,,,Рабочий,2016,2016,4,10,44,31,1
2016-11-01,,,,Рабочий,2016,2016,4,11,44,1,2
2016-11-02,,,,Рабочий,2016,2016,4,11,44,2,3
2016-11-03,2,,,Рабочий,2016,2016,4,11,44,3,4
2016-11-04,1,8,,Праздничный,2016,2016,4,11,44,4,5
2016-11-05,,,,Выходной,2016,2016,4,11,44,5,6
2016-11-06,,,,Выходной,2016,2016,4,11,44,6,7
2016-11-07,,,,Рабочий,2016,2016,4,11,45,7,1
2016-11-08,,,,Рабочий,2016,2016,4,11,45,8,2
2016-11-09,,,,Рабочий,2016,2016,4,11,45,9,3
2016-11-10,,,,Рабочий,2016,2016,4,11,45,10,4
2016-11-11,,,,Рабочий,2016,2016,4,11,45,11,5
2016-11-12,,,,Выходной,2016,2016,4,11,45,12,6
2016-11-13,,,,Выходной,2016,2016,4,11,45,13,7
2016-11-14,,,,Рабочий,2016,2016,4,11,46,14,1
2016-11-15,,,,Рабочий,2016,2016,4,11,46,15,2
2016-11-16,,,,Рабочий,2016,2016,4,11,46,16,3
2016-11-17,,,,Рабочий,2016,2016,4,11,46,17,4
2016-11-18,,,,Рабочий,2016,2016,4,11,46,18,5
2016-11-19,,,,Выходной,2016,2016,4,11,46,19,6
2016-11-20,,,,Выходной,2016,2016,4,11,46,20,7
2016-11-21,,,,Рабочий,2016,2016,4,11,47,21,1
2016-11-22,,,,Рабочий,2016,2016,4,11,47,22,2
2016-11-23,,,,Рабочий,2016,2016,4,11,47,23,3
2016-11-24,,,,Рабочий,2016,2016,4,11,47,24,4
2016-11-25,,,,Рабочий,2016,2016,4,11,47,25,5
2016-11-26,,,,Выходной,2016,2016,4,11,47,26,6
2016-11-27,,,,Выходной,2016,2016,4,11,47,27,7
2016-11-28,,,,Рабочий,2016,2016,4,11,48,28,1
2016-11-29,,,,Рабочий,2016,2016,4,11,48,29,2
2016-11-30,,,,Рабочий,2016,2016,4,11,48,30,3
2016-12-01,,,,Рабочий,2016,2016,4,12,48,1,4
2016-12-02,,,,Рабочий,2016,2016,4,12,48,2,5
2016-12-03,,,,Выходной,2016,2016,4,12,48,3,6
2016-12-04,,,,Выходной,2016,2016,4,12,48,4,7
2016-12-05,,,,Рабочий,2016,2016,4,12,49,5,1
2016-12-06,,,,Рабочий,2016,2016,4,12,49,6,2
2016-12-07,,,,Рабочий,2016,2016,4,12,49,7,3
2016-12-08,,,,Рабочий,2016,2016,4,12,49,8,4
2016-12-09,,,,Рабочий,2016,2016,4,12,49,9,5
2016-12-10,,,,Выходной,2016,2016,4,12,49,10,6
2016-12-11,,,,Выходной,2016,2016,4,12,49,11,7
2016-12-12,,,,Рабочий,2016,2016,4,12,50,12,1
2016-12-13,,,,Рабочий,2016,2016,4,12,50,13,2
2016-12-14,,,,Рабочий,2016,2016,4,12,50,14,3
2016-12-15,,,,Рабочий,2016,2016,4,12,50,15,4
2016-12-16,,,,Рабочий,2016,2016,4,12,50,16,5
2016-12-17,,,,Выходной,2016,2016,4,12,50,17,6
2016-12-18,,,,Выходной,2016,2016,4,12,50,18,7
2016-12-19,,,,Рабочий,2016,2016,4,12,51,19,1
2016-12-20,,,,Рабочий,2016,2016,4,12,51,20,2
2016-12-21,,,,Рабочий,2016,2016,4,12,51,21,3
2016-12-22,,,,Рабочий,2016,2016,4,12,51,22,4
2016-12-23,,,,Рабочий,2016,2016,4,12,51,23,5
2016-12-24,,,,Выходной,2016,2016,4,12,51,24,6
2016-12-25,,,,Выходной,2016,2016,4,12,51,25,7
2016-12-26,,,,Рабочий,2016,2016,4,12,52,26,1
2016-12-27,,,,Рабочий,2016,2016,4,12,52,27,2
2016-12-28,,,,Рабочий,2016,2016,4,12,52,28,3
2016-12-29,,,,Рабочий,2016,2016,4,12,52,29,4
2016-12-30,,,,Рабочий,2016,2016,4,12,52,30,5
2016-12-31,,,,Выходной,2016,2016,4,12,52,31,6
2017-01-01,1,1,,Праздничный,2017,2016,1,1,52,1,7
2017-01-02,1,1,,Праздничный,2017,2017,1,1,1,2,1
2017-01-03,1,1,,Праздничный,2017,2017,1,1,1,3,2
2017-01-04,1,1,,Праздничный,2017,2017,1,1,1,4,3
2017-01-05,1,1,,Праздничный,2017,2017,1,1,1,5,4
2017-01-06,1,1,,Праздничный,2017,2017,1,1,1,6,5
2017-01-07,1,2,,Праздничный,2017,2017,1,1,1,7,6
2017-01-08,1,1,,Праздничный,2017,2017,1,1,1,8,7
2017-01-09,,,,Рабочий,2017,2017,1,1,2,9,1
2017-01-10,,,,Рабочий,2017,2017,1,1,2,10,2
2017-01-11,,,,Рабочий,2017,2017,1,1,2,11,3
2017-01-12,,,,Рабочий,2017,2017,1,1,2,12,4
2017-01-13,,,,Рабочий,2017,2017,1,1,2,13,5
2017-01-14,,,,Выходной,2017,2017,1,1,2,14,6
2017-01-15,,,,Выходной,2017,2017,1,1,2,15,7
2017-01-16,,,,Рабочий,2017,2017,1,1,3,16,1
2017-01-17,,,,Рабочий,2017,2017,1,1,3,17,2
2017-01-18,,,,Рабочий,2017,2017,1,1,3,18,3
2017-01-19,,,,Рабочий,2017,2017,1,1,3,19,4
2017-01-20,,,,Рабочий,2017,2017,1,1,3,20,5
2017-01-21,,,,Выходной,2017,2017,1,1,3,21,6
2017-01-22,,,,Выходной,2017,2017,1,1,3,22,7
2017-01-23,,,,Рабочий,2017,2017,1,1,4,23,1
2017-01-24,,,,Рабочий,2017,2017,1,1,4,24,2
2017-01-25,,,,Рабочий,2017,2017,1,1,4,25,3
2017-01-26,,,,Рабочий,2017,2017,1,1,4,26,4
2017-01-27,,,,Рабочий,2017,2017,1,1,4,27,5
2017-01-28,,,,Выходной,2017,2017,1,1,4,28,6
2017-01-29,,,,Выходной,2017,2017,1,1,4,29,7
2017-01-30,,,,Рабочий,2017,2017,1,1,5,30,1
2017-01-31,,,,Рабочий,2017,2017,1,1,5,31,2
2017-02-01,,,,Рабочий,2017,2017,1,2,5,1,3
2017-02-02,,,,Рабочий,2017,2017,1,2,5,2,4
2017-02-03,,,,Рабочий,2017,2017,1,2,5,3,5
2017-02-04,,,,Выходной,2017,2017,1,2,5,4,6
2017-02-05,,,,Выходной,2017,2017,1,2,5,5,7
2017-02-06,,,,Рабочий,2017,2017,1,2,6,6,1
2017-02-07,,,,Рабочий,2017,2017,1,2,6,7,2
2017-02-08,,,,Рабочий,2017,2017,1,2,6,8,3
