Date,type,title_id,from_day,status,year,year_iso,quarter,month,week_iso,day_of_month,day_of_week
2019-01-22,,,,Рабочий,2019,2019,1,1,4,22,2
2019-01-23,,,,Рабочий,2019,2019,1,1,4,23,3
2019-01-24,,,,Рабочий,2019,2019,1,1,4,24,4
2019-01-25,,,,Рабочий,2019,2019,1,1,4,25,5
2019-01-26,,,,Выходной,2019,2019,1,1,4,26,6
2019-01-27,,,,Выходной,2019,2019,1,1,4,27,7
2019-01-28,,,,Рабочий,2019,2019,1,1,5,28,1
2019-01-29,,,,Рабочий,2019,2019,1,1,5,29,2
2019-01-30,,,,Рабочий,2019,2019,1,1,5,30,3
2019-01-31,,,,Рабочий,2019,2019,1,1,5,31,4
2019-02-01,,,,Рабочий,2019,2019,1,2,5,1,5
2019-02-02,,,,Выходной,2019,2019,1,2,5,2,6
2019-02-03,,,,Выходной,2019,2019,1,2,5,3,7
2019-02-04,,,,Рабочий,2019,2019,1,2,6,4,1
2019-02-05,,,,Рабочий,2019,2019,1,2,6,5,2
2019-02-06,,,,Рабочий,2019,2019,1,2,6,6,3
2019-02-07,,,,Рабочий,2019,2019,1,2,6,7,4
2019-02-08,,,,Рабочий,2019,2019,1,2,6,8,5
2019-02-09,,,,Выходной,2019,2019,1,2,6,9,6
2019-02-10,,,,Выходной,2019,2019,1,2,6,10,7
2019-02-11,,,,Рабочий,2019,2019,1,2,7,11,1
2019-02-12,,,,Рабочий,2019,2019,1,2,7,12,2
2019-02-13,,,,Рабочий,2019,2019,1,2,7,13,3
2019-02-14,,,,Рабочий,2019,2019,1,2,7,14,4
2019-02-15,,,,Рабочий,2019,2019,1,2,7,15,5
2019-02-16,,,,Выходной,2019,2019,1,2,7,16,6
2019-02-17,,,,Выходной,2019,2019,1,2,7,17,7
2019-02-18,,,,Рабочий,2019,2019,1,2,8,18,1
2019-02-19,,,,Рабочий,2019,2019,1,2,8,19,2
2019-02-20,,,,Рабочий,2019,2019,1,2,8,20,3
2019-02-21,,,,Рабочий,2019,2019,1,2,8,21,4
2019-02-22,2,,,Рабочий,2019,2019,1,2,8,22,5
2019-02-23,1,3,,Праздничный,2019,2019,1,2,8,23,6
2019-02-24,,,,Выходной,2019,2019,1,2,8,24,7
2019-02-25,,,,Рабочий,2019,2019,1,2,9,25,1
2019-02-26,,,,Рабочий,2019,2019,1,2,9,26,2
2019-02-27,,,,Рабочий,2019,2019,1,2,9,27,3
2019-02-28,,,,Рабочий,2019,2019,1,2,9,28,4
2019-03-01,,,,Рабочий,2019,2019,1,3,9,1,5
2019-03-02,,,,Выходной,2019,2019,1,3,9,2,6
2019-03-03,,,,Выходной,2019,2019,1,3,9,3,7
2019-03-04,,,,Рабочий,2019,2019,1,3,10,4,1
2019-03-05,,,,Рабочий,2019,2019,1,3,10,5,2
2019-03-06,,,,Рабочий,2019,2019,1,3,10,6,3
2019-03-07,2,,,Рабочий,2019,2019,1,3,10,7,4
2019-03-08,1,4,,Праздничный,2019,2019,1,3,10,8,5
2019-03-09,,,,Выходной,2019,2019,1,3,10,9,6
2019-03-10,,,,Выходной,2019,2019,1,3,10,10,7
2019-03-11,,,,Рабочий,2019,2019,1,3,11,11,1
2019-03-12,,,,Рабочий,2019,2019,1,3,11,12,2
2019-03-13,,,,Рабочий,2019,2019,1,3,11,13,3
2019-03-14,,,,Рабочий,2019,2019,1,3,11,14,4
2019-03-15,,,,Рабочий,2019,2019,1,3,11,15,5
2019-03-16,,,,Выходной,2019,2019,1,3,11,16,6
2019-03-17,,,,Выходной,2019,2019,1,3,11,17,7
2019-03-18,,,,Рабочий,2019,2019,1,3,12,18,1
2019-03-19,,,,Рабочий,2019,2019,1,3,12,19,2
2019-03-20,,,,Рабочий,2019,2019,1,3,12,20,3
2019-03-21,,,,Рабочий,2019,2019,1,3,12,21,4
2019-03-22,,,,Рабочий,2019,2019,1,3,12,22,5
2019-03-23,,,,Выходной,2019,2019,1,3,12,23,6
2019-03-24,,,,Выходной,2019,2019,1,3,12,24,7
2019-03-25,,,,Рабочий,2019,2019,1,3,13,25,1
2019-03-26,,,,Рабочий,2019,2019,1,3,13,26,2
2019-03-27,,,,Рабочий,2019,2019,1,3,13,27,3
2019-03-28,,,,Рабочий,2019,2019,1,3,13,28,4
2019-03-29,,,,Рабочий,2019,2019,1,3,13,29,5
2019-03-30,,,,Выходной,2019,2019,1,3,13,30,6
2019-03-31,,,,Выходной,2019,2019,1,3,13,31,7
2019-04-01,,,,Рабочий,2019,2019,2,4,14,1,1
2019-04-02,,,,Рабочий,2019,2019,2,4,14,2,2
2019-04-03,,,,Рабочий,2019,2019,2,4,14,3,3
2019-04-04,,,,Рабочий,2019,2019,2,4,14,4,4
2019-04-05,,,,Рабочий,2019,2019,2,4,14,5,5
2019-04-06,,,,Выходной,2019,2019,2,4,14,6,6
2019-04-07,,,,Выходной,2019,2019,2,4,14,7,7
2019-04-08,,,,Рабочий,2019,2019,2,4,15,8,1
2019-04-09,,,,Рабочий,2019,2019,2,4,15,9,2
2019-04-10,,,,Рабочий,2019,2019,2,4,15,10,3
2019-04-11,,,,Рабочий,2019,2019,2,4,15,11,4
2019-04-12,,,,Рабочий,2019,2019,2,4,15,12,5
2019-04-13,,,,Выходной,2019,2019,2,4,15,13,6
2019-04-14,,,,Выходной,2019,2019,2,4,15,14,7
2019-04-15,,,,Рабочий,2019,2019,2,4,16,15,1
2019-04-16,,,,Рабочий,2019,2019,2,4,16,16,2
2019-04-17,,,,Рабочий,2019,2019,2,4,16,17,3
2019-04-18,,,,Рабочий,2019,2019,2,4,16,18,4
2019-04-19,,,,Рабочий,2019,2019,2,4,16,19,5
2019-04-20,,,,Выходной,2019,2019,2,4,16,20,6
2019-04-21,,,,Выходной,2019,2019,2,4,16,21,7
2019-04-22,,,,Рабочий,2019,2019,2,4,17,22,1
2019-04-23,,,,Рабочий,2019,2019,2,4,17,23,2
2019-04-24,,,,Рабочий,2019,2019,2,4,17,24,3
2019-04-25,,,,Рабочий,2019,2019,2,4,17,25,4
2019-04-26,,,,Рабочий,2019,2019,2,4,17,26,5
2019-04-27,,,,Выходной,2019,2019,2,4,17,27,6
2019-04-28,,,,Выходной,2019,2019,2,4,17,28,7
2019-04-29,,,,Рабочий,2019,2019,2,4,18,29,1
2019-04-30,2,,,Рабочий,2019,2019,2,4,18,30,2
2019-05-01,1,5,,Праздничный,2019,2019,2,5,18,1,3
2019-05-02,1,,,Праздничный,2019,2019,2,5,18,2,4
2019-05-03,1,,,Праздничный,2019,2019,2,5,18,3,5
2019-05-04,,,,Выходной,2019,2019,2,5,18,4,6
2019-05-05,,,,Выходной,2019,2019,2,5,18,5,7
2019-05-06,,,,Рабочий,2019,2019,2,5,19,6,1
2019-05-07,,,,Рабочий,2019,2019,2,5,19,7,2
2019-05-08,2,,,Рабочий,2019,2019,2,5,19,8,3
2019-05-09,1,6,,Праздничный,2019,2019,2,5,19,9,4
2019-05-10,1,,,Праздничный,2019,2019,2,5,19,10,5
2019-05-11,,,,Выходной,2019,2019,2,5,19,11,6
2019-05-12,,,,Выходной,2019,2019,2,5,19,12,7
2019-05-13,,,,Рабочий,2019,2019,2,5,20,13,1
2019-05-14,,,,Рабочий,2019,2019,2,5,20,14,2
2019-05-15,,,,Рабочий,2019,2019,2,5,20,15,3
2019-05-16,,,,Рабочий,2019,2019,2,5,20,16,4
2019-05-17,,,,Рабочий,2019,2019,2,5,20,17,5
2019-05-18,,,,Выходной,2019,2019,2,5,20,18,6
2019-05-19,,,,Выходной,2019,2019,2,5,20,19,7
2019-05-20,,,,Рабочий,2019,2019,2,5,21,20,1
2019-05-21,,,,Рабочий,2019,2019,2,5,21,21,2
2019-05-22,,,,Рабочий,2019,2019,2,5,21,22,3
2019-05-23,,,,Рабочий,2019,2019,2,5,21,23,4
2019-05-24,,,,Рабочий,2019,2019,2,5,21,24,5
2019-05-25,,,,Выходной,2019,2019,2,5,21,25,6
2019-05-26,,,,Выходной,2019,2019,2,5,21,26,7
2019-05-27,,,,Рабочий,2019,2019,2,5,22,27,1
2019-05-28,,,,Рабочий,2019,2019,2,5,22,28,2
2019-05-29,,,,Рабочий,2019,2019,2,5,22,29,3
2019-05-30,,,,Рабочий,2019,2019,2,5,22,30,4
2019-05-31,,,,Рабочий,2019,2019,2,5,22,31,5
2019-06-01,,,,Выходной,2019,2019,2,6,22,1,6
2019-06-02,,,,Выходной,2019,2019,2,6,22,2,7
2019-06-03,,,,Рабочий,2019,2019,2,6,23,3,1
2019-06-04,,,,Рабочий,2019,2019,2,6,23,4,2
2019-06-05,,,,Рабочий,2019,2019,2,6,23,5,3
2019-06-06,,,,Рабочий,2019,2019,2,6,23,6,4
2019-06-07,,,,Рабочий,2019,2019,2,6,23,7,5
2019-06-08,,,,Выходной,2019,2019,2,6,23,8,6
2019-06-09,,,,Выходной,2019,2019,2,6,23,9,7
2019-06-10,,,,Рабочий,2019,2019,2,6,24,10,1
2019-06-11,2,,,Рабочий,2019,2019,2,6,24,11,2
2019-06-12,1,7,,Праздничный,2019,2019,2,6,24,12,3
2019-06-13,,,,Рабочий,2019,2019,2,6,24,13,4
2019-06-14,,,,Рабочий,2019,2019,2,6,24,14,5
2019-06-15,,,,Выходной,2019,2019,2,6,24,15,6
2019-06-16,,,,Выходной,2019,2019,2,6,24,16,7
2019-06-17,,,,Рабочий,2019,2019,2,6,25,17,1
2019-06-18,,,,Рабочий,2019,2019,2,6,25,18,2
2019-06-19,,,,Рабочий,2019,2019,2,6,25,19,3
2019-06-20,,,,Рабочий,2019,2019,2,6,25,20,4
2019-06-21,,,,Рабочий,2019,2019,2,6,25,21,5
2019-06-22,,,,Выходной,2019,2019,2,6,25,22,6
2019-06-23,,,,Выходной,2019,2019,2,6,25,23,7
2019-06-24,,,,Рабочий,2019,2019,2,6,26,24,1
2019-06-25,,,,Рабочий,2019,2019,2,6,26,25,2
2019-06-26,,,,Рабочий,2019,2019,2,6,26,26,3
2019-06-27,,,,Рабочий,2019,2019,2,6,26,27,4
2019-06-28,,,,Рабочий,2019,2019,2,6,26,28,5
2019-06-29,,,,Выходной,2019,2019,2,6,26,29,6
2019-06-30,,,,Выходной,2019,2019,2,6,26,30,7
2019-07-01,,,,Рабочий,2019,2019,3,7,27,1,1
2019-07-02,,,,Рабочий,2019,2019,3,7,27,2,2
2019-07-03,,,,Рабочий,2019,2019,3,7,27,3,3
2019-07-04,,,,Рабочий,2019,2019,3,7,27,4,4
2019-07-05,,,,Рабочий,2019,2019,3,7,27,5,5
2019-07-06,,,,Выходной,2019,2019,3,7,27,6,6
2019-07-07,,,,Выходной,2019,2019,3,7,27,7,7
2019-07-08,,,,Рабочий,2019,2019,3,7,28,8,1
2019-07-09,,,,Рабочий,2019,2019,3,7,28,9,2
2019-07-10,,,,Рабочий,2019,2019,3,7,28,10,3
2019-07-11,,,,Рабочий,2019,2019,3,7,28,11,4
2019-07-12,,,,Рабочий,2019,2019,3,7,28,12,5
2019-07-13,,,,Выходной,2019,2019,3,7,28,13,6
2019-07-14,,,,Выходной,2019,2019,3,7,28,14,7
2019-07-15,,,,Рабочий,2019,2019,3,7,29,15,1
2019-07-16,,,,Рабочий,2019,2019,3,7,29,16,2
2019-07-17,,,,Рабочий,2019,2019,3,7,29,17,3
2019-07-18,,,,Рабочий,2019,2019,3,7,29,18,4
2019-07-19,,,,Рабочий,2019,2019,3,7,29,19,5
2019-07-20,,,,Выходной,2019,2019,3,7,29,20,6
2019-07-21,,,,Выходной,2019,2019,3,7,29,21,7
2019-07-22,,,,Рабочий,2019,2019,3,7,30,22,1
2019-07-23,,,,Рабочий,2019,2019,3,7,30,23,2
2019-07-24,,,,Рабочий,2019,2019,3,7,30,24,3
2019-07-25,,,,Рабочий,2019,2019,3,7,30,25,4
2019-07-26,,,,Рабочий,2019,2019,3,7,30,26,5
2019-07-27,,,,Выходной,2019,2019,3,7,30,27,6
2019-07-28,,,,Выходной,2019,2019,3,7,30,28,7
2019-07-29,,,,Рабочий,2019,2019,3,7,31,29,1
2019-07-30,,,,Рабочий,2019,2019,3,7,31,30,2
2019-07-31,,,,Рабочий,2019,2019,3,7,31,31,3
2019-08-01,,,,Рабочий,2019,2019,3,8,31,1,4
2019-08-02,,,,Рабочий,2019,2019,3,8,31,2,5
2019-08-03,,,,Выходной,2019,2019,3,8,31,3,6
2019-08-04,,,,Выходной,2019,2019,3,8,31,4,7
2019-08-05,,,,Рабочий,2019,2019,3,8,32,5,1
2019-08-06,,,,Рабочий,2019,2019,3,8,32,6,2
2019-08-07,,,,Рабочий,2019,2019,3,8,32,7,3
2019-08-08,,,,Рабочий,2019,2019,3,8,32,8,4
2019-08-09,,,,Рабочий,2019,2019,3,8,32,9,5
2019-08-10,,,,Выходной,2019,2019,3,8,32,10,6
2019-08-11,,,,Выходной,2019,2019,3,8,32,11,7
2019-08-12,,,,Рабочий,2019,2019,3,8,33,12,1
2019-08-13,,,,Рабочий,2019,2019,3,8,33,13,2
2019-08-14,,,,Рабочий,2019,2019,3,8,33,14,3
2019-08-15,,,,Рабочий,2019,2019,3,8,33,15,4
2019-08-16,,,,Рабочий,2019,2019,3,8,33,16,5
2019-08-17,,,,Выходной,2019,2019,3,8,33,17,6
2019-08-18,,,,Выходной,2019,2019,3,8,33,18,7
2019-08-19,,,,Рабочий,2019,2019,3,8,34,19,1
2019-08-20,,,,Рабочий,2019,2019,3,8,34,20,2
2019-08-21,,,,Рабочий,2019,2019,3,8,34,21,3
2019-08-22,,,,Рабочий,2019,2019,3,8,34,22,4
2019-08-23,,,,Рабочий,2019,2019,3,8,34,23,5
2019-08-24,,,,Выходной,2019,2019,3,8,34,24,6
2019-08-25,,,,Выходной,2019,2019,3,8,34,25,7
2019-08-26,,,,Рабочий,2019,2019,3,8,35,26,1
2019-08-27,,,,Рабочий,2019,2019,3,8,35,27,2
2019-08-28,,,,Рабочий,2019,2019,3,8,35,28,3
2019-08-29,,,,Рабочий,2019,2019,3,8,35,29,4
2019-08-30,,,,Рабочий,2019,2019,3,8,35,30,5
2019-08-31,,,,Выходной,2019,2019,3,8,35,31,6
2019-09-01,,,,Выходной,2019,2019,3,9,35,1,7
2019-09-02,,,,Рабочий,2019,2019,3,9,36,2,1
2019-09-03,,,,Рабочий,2019,2019,3,9,36,3,2
2019-09-04,,,,Рабочий,2019,2019,3,9,36,4,3
2019-09-05,,,,Рабочий,2019,2019,3,9,36,5,4
2019-09-06,,,,Рабочий,2019,2019,3,9,36,6,5
2019-09-07,,,,Выходной,2019,2019,3,9,36,7,6
2019-09-08,,,,Выходной,2019,2019,3,9,36,8,7
2019-09-09,,,,Рабочий,2019,2019,3,9,37,9,1
2019-09-10,,,,Рабочий,2019,2019,3,9,37,10,2
2019-09-11,,,,Рабочий,2019,2019,3,9,37,11,3
2019-09-12,,,,Рабочий,2019,2019,3,9,37,12,4
2019-09-13,,,,Рабочий,2019,2019,3,9,37,13,5
2019-09-14,,,,Выходной,2019,2019,3,9,37,14,6
2019-09-15,,,,Выходной,2019,2019,3,9,37,15,7
2019-09-16,,,,Рабочий,2019,2019,3,9,38,16,1
2019-09-17,,,,Рабочий,2019,2019,3,9,38,17,2
2019-09-18,,,,Рабочий,2019,2019,3,9,38,18,3
2019-09-19,,,,Рабочий,2019,2019,3,9,38,19,4
2019-09-20,,,,Рабочий,2019,2019,3,9,38,20,5
2019-09-21,,,,Выходной,2019,2019,3,9,38,21,6
2019-09-22,,,,Выходной,2019,2019,3,9,38,22,7
2019-09-23,,,,Рабочий,2019,2019,3,9,39,23,1
2019-09-24,,,,Рабочий,2019,2019,3,9,39,24,2
2019-09-25,,,,Рабочий,2019,2019,3,9,39,25,3
2019-09-26,,,,Рабочий,2019,2019,3,9,39,26,4
2019-09-27,,,,Рабочий,2019,2019,3,9,39,27,5
2019-09-28,,,,Выходной,2019,2019,3,9,39,28,6
2019-09-29,,,,Выходной,2019,2019,3,9,39,29,7
2019-09-30,,,,Рабочий,2019,2019,3,9,40,30,1
2019-10-01,,,,Рабочий,2019,2019,4,10,40,1,2
2019-10-02,,,,Рабочий,2019,2019,4,10,40,2,3
2019-10-03,,,,Рабочий,2019,2019,4,10,40,3,4
2019-10-04,,,,Рабочий,2019,2019,4,10,40,4,5
2019-10-05,,,,Выходной,2019,2019,4,10,40,5,6
2019-10-06,,,,Выходной,2019,2019,4,10,40,6,7
2019-10-07,,,,Рабочий,2019,2019,4,10,41,7,1
2019-10-08,,,,Рабочий,2019,2019,4,10,41,8,2
2019-10-09,,,,Рабочий,2019,2019,4,10,41,9,3
2019-10-10,,,,Рабочий,2019,2019,4,10,41,10,4
2019-10-11,,,,Рабочий,2019,2019,4,10,41,11,5
2019-10-12,,,,Выходной,2019,2019,4,10,41,12,6
2019-10-13,,,,Выходной,2019,2019,4,10,41,13,7
2019-10-14,,,,Рабочий,2019,2019,4,10,42,14,1
2019-10-15,,,,Рабочий,2019,2019,4,10,42,15,2
2019-10-16,,,,Рабочий,2019,2019,4,10,42,16,3
2019-10-17,,,,Рабочий,2019,2019,4,10,42,17,4
2019-10-18,,,,Рабочий,2019,2019,4,10,42,18,5
2019-10-19,,,,Выходной,2019,2019,4,10,42,19,6
2019-10-20,,,,Выходной,2019,2019,4,10,42,20,7
2019-10-21,,,,Рабочий,2019,2019,4,10,43,21,1
2019-10-22,,,,Рабочий,2019,2019,4,10,43,22,2
2019-10-23,,,,Рабочий,2019,2019,4,10,43,23,3
2019-10-24,,,,Рабочий,2019,2019,4,10,43,24,4
2019-10-25,,,,Рабочий,2019,2019,4,10,43,25,5
2019-10-26,,,,Выходной,2019,2019,4,10,43,26,6
2019-10-27,,,,Выходной,2019,2019,4,10,43,27,7
2019-10-28,,,,Рабочий,2019,2019,4,10,44,28,1
2019-10-29,,,,Рабочий,2019,2019,4,10,44,29,2
2019-10-30,,,,Рабочий,2019,2019,4,10,44,30,3
2019-10-31,,,,Рабочий,2019,2019,4,10,44,31,4
2019-11-01,,,,Рабочий,2019,2019,4,11,44,1,5
2019-11-02,,,,Выходной,2019,2019,4,11,44,2,6
2019-11-03,,,,Выходной,2019,2019,4,11,44,3,7
2019-11-04,1,8,,Праздничный,2019,2019,4,11,45,4,1
2019-11-05,,,,Рабочий,2019,2019,4,11,45,5,2
2019-11-06,,,,Рабочий,2019,2019,4,11,45,6,3
2019-11-07,,,,Рабочий,2019,2019,4,11,45,7,4
2019-11-08,,,,Рабочий,2019,2019,4,11,45,8,5
2019-11-09,,,,Выходной,2019,2019,4,11,45,9,6
2019-11-10,,,,Выходной,2019,2019,4,11,45,10,7
2019-11-11,,,,Рабочий,2019,2019,4,11,46,11,1
2019-11-12,,,,Рабочий,2019,2019,4,11,46,12,2
2019-11-13,,,,Рабочий,2019,2019,4,11,46,13,3
2019-11-14,,,,Рабочий,2019,2019,4,11,46,14,4
2019-11-15,,,,Рабочий,2019,2019,4,11,46,15,5
2019-11-16,,,,Выходной,2019,2019,4,11,46,16,6
2019-11-17,,,,Выходной,2019,2019,4,11,46,17,7
2019-11-18,,,,Рабочий,2019,2019,4,11,47,18,1
2019-11-19,,,,Рабочий,2019,2019,4,11,47,19,2
2019-11-20,,,,Рабочий,2019,2019,4,11,47,20,3
2019-11-21,,,,Рабочий,2019,2019,4,11,47,21,4
2019-11-22,,,,Рабочий,2019,2019,4,11,47,22,5
2019-11-23,,,,Выходной,2019,2019,4,11,47,23,6
2019-11-24,,,,Выходной,2019,2019,4,11,47,24,7
2019-11-25,,,,Рабочий,2019,2019,4,11,48,25,1
2019-11-26,,,,Рабочий,2019,2019,4,11,48,26,2
2019-11-27,,,,Рабочий,2019,2019,4,11,48,27,3
2019-11-28,,,,Рабочий,2019,2019,4,11,48,28,4
2019-11-29,,,,Рабочий,2019,2019,4,11,48,29,5
2019-11-30,,,,Выходной,2019,2019,4,11,48,30,6
2019-12-01,,,,Выходной,2019,2019,4,12,48,1,7
2019-12-02,,,,Рабочий,2019,2019,4,12,49,2,1
2019-12-03,,,,Рабочий,2019,2019,4,12,49,3,2
2019-12-04,,,,Рабочий,2019,2019,4,12,49,4,3
2019-12-05,,,,Рабочий,2019,2019,4,12,49,5,4
2019-12-06,,,,Рабочий,2019,2019,4,12,49,6,5
2019-12-07,,,,Выходной,2019,2019,4,12,49,7,6
2019-12-08,,,,Выходной,2019,2019,4,12,49,8,7
2019-12-09,,,,Рабочий,2019,2019,4,12,50,9,1
2019-12-10,,,,Рабочий,2019,2019,4,12,50,10,2
2019-12-11,,,,Рабочий,2019,2019,4,12,50,11,3
2019-12-12,,,,Рабочий,2019,2019,4,12,50,12,4
2019-12-13,,,,Рабочий,2019,2019,4,12,50,13,5
2019-12-14,,,,Выходной,2019,2019,4,12,50,14,6
2019-12-15,,,,Выходной,2019,2019,4,12,50,15,7
2019-12-16,,,,Рабочий,2019,2019,4,12,51,16,1
2019-12-17,,,,Рабочий,2019,2019,4,12,51,17,2
2019-12-18,,,,Рабочий,2019,2019,4,12,51,18,3
2019-12-19,,,,Рабочий,2019,2019,4,12,51,19,4
2019-12-20,,,,Рабочий,2019,2019,4,12,51,20,5
2019-12-21,,,,Выходной,2019,2019,4,12,51,21,6
2019-12-22,,,,Выходной,2019,2019,4,12,51,22,7
2019-12-23,,,,Рабочий,2019,2019,4,12,52,23,1
2019-12-24,,,,Рабочий,2019,2019,4,12,52,24,2
2019-12-25,,,,Рабочий,2019,2019,4,12,52,25,3
2019-12-26,,,,Рабочий,2019,2019,4,12,52,26,4
2019-12-27,,,,Рабочий,2019,2019,4,12,52,27,5
2019-12-28,,,,Выходной,2019,2019,4,12,52,28,6
2019-12-29,,,,Выходной,2019,2019,4,12,52,29,7
2019-12-30,,,,Рабочий,2019,2020,4,12,1,30,1
2019-12-31,2,,,Рабочий,2019,2020,4,12,1,31,2
2020-01-01,1,1,,Праздничный,2020,2020,1,1,1,1,3
2020-01-02,1,1,,Праздничный,2020,2020,1,1,1,2,4
2020-01-03,1,1,,Праздничный,2020,2020,1,1,1,3,5
2020-01-04,1,1,,Праздничный,2020,2020,1,1,1,4,6
2020-01-05,1,1,,Праздничный,2020,2020,1,1,1,5,7
2020-01-06,1,1,,Праздничный,2020,2020,1,1,2,6,1
2020-01-07,1,2,,Праздничный,2020,2020,1,1,2,7,2
2020-01-08,1,1,,Праздничный,2020,2020,1,1,2,8,3
2020-01-09,,,,Рабочий,2020,2020,1,1,2,9,4
2020-01-10,,,,Рабочий,2020,2020,1,1,2,10,5
2020-01-11,,,,Выходной,2020,2020,1,1,2,11,6
2020-01-12,,,,Выходной,2020,2020,1,1,2,12,7
2020-01-13,,,,Рабочий,2020,2020,1,1,3,13,1
2020-01-14,,,,Рабочий,2020,2020,1,1,3,14,2
2020-01-15,,,,Рабочий,2020,2020,1,1,3,15,3
2020-01-16,,,,Рабочий,2020,2020,1,1,3,16,4
2020-01-17,,,,Рабочий,2020,2020,1,1,3,17,5
2020-01-18,,,,Выходной,2020,2020,1,1,3,18,6
2020-01-19,,,,Выходной,2020,2020,1,1,3,19,7
2020-01-20,,,,Рабочий,2020,2020,1,1,4,20,1
2020-01-21,,,,Рабочий,2020,2020,1,1,4,21,2
2020-01-22,,,,Рабочий,2020,2020,1,1,4,22,3
2020-01-23,,,,Рабочий,2020,2020,1,1,4,23,4
2020-01-24,,,,Рабочий,2020,2020,1,1,4,24,5
2020-01-25,,,,Выходной,2020,2020,1,1,4,25,6
2020-01-26,,,,Выходной,2020,2020,1,1,4,26,7
2020-01-27,,,,Рабочий,2020,2020,1,1,5,27,1
2020-01-28,,,,Рабочий,2020,2020,1,1,5,28,2
2020-01-29,,,,Рабочий,2020,2020,1,1,5,29,3
2020-01-30,,,,Рабочий,2020,2020,1,1,5,30,4
2020-01-31,,,,Рабочий,2020,2020,1,1,5,31,5
2020-02-01,,,,Выходной,2020,2020,1,2,5,1,6
2020-02-02,,,,Выходной,2020,2020,1,2,5,2,7
2020-02-03,,,,Рабочий,2020,2020,1,2,6,3,1
2020-02-04,,,,Рабочий,2020,2020,1,2,6,4,2
2020-02-05,,,,Рабочий,2020,2020,1,2,6,5,3
2020-02-06,,,,Рабочий,2020,2020,1,2,6,6,4
2020-02-07,,,,Рабочий,2020,2020,1,2,6,7,5
2020-02-08,,,,Выходной,2020,2020,1,2,6,8,6
2020-02-09,,,,Выходной,2020,2020,1,2,6,9,7
2020-02-10,,,,Рабочий,2020,2020,1,2,7,10,1
2020-02-11,,,,Рабочий,2020,2020,1,2,7,11,2
2020-02-12,,,,Рабочий,2020,2020,1,2,7,12,3
2020-02-13,,,,Рабочий,2020,2020,1,2,7,13,4
2020-02-14,,,,Рабочий,2020,2020,1,2,7,14,5
2020-02-15,,,,Выходной,2020,2020,1,2,7,15,6
2020-02-16,,,,Выходной,2020,2020,1,2,7,16,7
2020-02-17,,,,Рабочий,2020,2020,1,2,8,17,1
2020-02-18,,,,Рабочий,2020,2020,1,2,8,18,2
2020-02-19,,,,Рабочий,2020,2020,1,2,8,19,3
2020-02-20,,,,Рабочий,2020,2020,1,2,8,20,4
2020-02-21,,,,Рабочий,2020,2020,1,2,8,21,5
2020-02-22,,,,Выходной,2020,2020,1,2,8,22,6
2020-02-23,1,3,,Праздничный,2020,2020,1,2,8,23,7
2020-02-24,1,,,Праздничный,2020,2020,1,2,9,24,1
2020-02-25,,,,Рабочий,2020,2020,1,2,9,25,2
2020-02-26,,,,Рабочий,2020,2020,1,2,9,26,3
2020-02-27,,,,Рабочий,2020,2020,1,2,9,27,4
2020-02-28,,,,Рабочий,2020,2020,1,2,9,28,5
2020-02-29,,,,Выходной,2020,2020,1,2,9,29,6
2020-03-01,,,,Выходной,2020,2020,1,3,9,1,7
2020-03-02,,,,Рабочий,2020,2020,1,3,10,2,1
2020-03-03,,,,Рабочий,2020,2020,1,3,10,3,2
2020-03-04,,,,Рабочий,2020,2020,1,3,10,4,3
2020-03-05,,,,Рабочий,2020,2020,1,3,10,5,4
2020-03-06,,,,Рабочий,2020,2020,1,3,10,6,5
2020-03-07,,,,Выходной,2020,2020,1,3,10,7,6
2020-03-08,1,4,,Праздничный,2020,2020,1,3,10,8,7
2020-03-09,1,,,Праздничный,2020,2020,1,3,11,9,1
2020-03-10,,,,Рабочий,2020,2020,1,3,11,10,2
2020-03-11,,,,Рабочий,2020,2020,1,3,11,11,3
2020-03-12,,,,Рабочий,2020,2020,1,3,11,12,4
2020-03-13,,,,Рабочий,2020,2020,1,3,11,13,5
2020-03-14,,,,Выходной,2020,2020,1,3,11,14,6
2020-03-15,,,,Выходной,2020,2020,1,3,11,15,7
2020-03-16,,,,Рабочий,2020,2020,1,3,12,16,1
2020-03-17,,,,Рабочий,2020,2020,1,3,12,17,2
2020-03-18,,,,Рабочий,2020,2020,1,3,12,18,3
2020-03-19,,,,Рабочий,2020,2020,1,3,12,19,4
2020-03-20,,,,Рабочий,2020,2020,1,3,12,20,5
2020-03-21,,,,Выходной,2020,2020,1,3,12,21,6
2020-03-22,,,,Выходной,2020,2020,1,3,12,22,7
2020-03-23,,,,Рабочий,2020,2020,1,3,13,23,1
2020-03-24,,,,Рабочий,2020,2020,1,3,13,24,2
2020-03-25,,,,Рабочий,2020,2020,1,3,13,25,3
2020-03-26,,,,Рабочий,2020,2020,1,3,13,26,4
2020-03-27,,,,Рабочий,2020,2020,1,3,13,27,5
2020-03-28,,,,Выходной,2020,2020,1,3,13,28,6
2020-03-29,,,,Выходной,2020,2020,1,3,13,29,7
2020-03-30,1,9,,Праздничный,2020,2020,1,3,14,30,1
2020-03-31,1,9,,Праздничный,2020,2020,1,3,14,31,2
2020-04-01,1,9,,Праздничный,2020,2020,2,4,14,1,3
2020-04-02,1,9,,Праздничный,2020,2020,2,4,14,2,4
2020-04-03,1,9,,Праздничный,2020,2020,2,4,14,3,5
